number,name,contact,website_link,latitude,longitude,address,ownership,type_of_hospital,specialized_hospital,medical_college,avaleabale_bed,cost_ratings,service_ratings,icu_iccu,nicu,online_survice,emergency_suppory,ambulence_support,basic_ambulence,motorcycle-ambulance,neonatology_ambulence,life_support_ambulance,advanced_life_support_ambulance,source
416,Health and Hope Hospital,,http://www.healthandhopebd.net/,23.75073,90.387,152/2/G Green Road Panthapath,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
417,amiodoctor,,,23.75073,90.4249,2 1 Ring Rd,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
418,Nasima Medical and Diagnostic Center,#ERROR!,https://www.nasimamedical.com/,23.75118,90.4138,70/B Azad Tower D.I.. Road Malibagh Chowdhury Para Rd Dhaka 1219 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3,0,0,0,0,1,1,1,0,0,0,https://www.nasimamedical.com/
419,Amena Clinic,,,23.75151,90.363,Uttar Pata Dhamrai Holding no: F-18 Ward no: 04 Dhaka,Private hospital,Clinic,mother and chield,0,,,,,,,,,,,,,,
420,Mukti Drug Helpline Ltd,,http://www.muktidrughelpline.com/,23.75199,90.3826,237 রাজধানী কমপ্লেক্স 2 নিউ এলিফ্যান্ট রোড,Private hospital,Clinic,all,0,,,4.9,,,,,,,,,,,
421,Dhanmondi General & Kindey Hospital Ltd.,,_,23.75214,90.385,City Tower 44/7 Panthapath Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
422,Dhanmondi General And Kidney Hospital Limited,,https://dhanmondigeneralhospital.com/,23.75244,90.3863,City Tower 44/7 Panthapath,Private hospital,Hospital,Kidny,0,,,3.6,,,,,,,,,,,
423,Bangladesh Spain and orthopedic Hospital Ltd,,,23.75247,90.3849,Q9H6+754 Mirpur Rd,Private hospital,Hospital,Orthopedic,0,,,5,,,,,,,,,,,
424,Bangladesh Spine & Orthopaedic Hospital -BSOH,,,23.75247,90.3849,10 Mirpur Rd,Government hospital,Hospital,Orthopedic,0,,,4,,,,,,,,,,,
425,Samorita Hospital Ltd.,02-4811761910674,https://www.samoritahospital.org/,23.75262,90.3852,?? 89 Panthapath Dhaka 1215 Bangladesh,Private hospital,Hospital,all,0,250,3.2,4,1,1,1,1,1,1,1,1,1,1,https://www.samoritahospital.org/
426,Square Hospitals Ltd.,,https://www.squarehospital.com/,23.75276,90.3819,18 Bir Uttam Qazi Nuruzzaman Sarak West Panthapath,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
427,Platinum Hospital Limited PanthapathDhaka,,,23.75276,90.3819,Panthapath,Private hospital,Hospital,all,0,,,4.6,,,,,,,,,,,
428,Square Hospitals Limited | Corporate Office,,,23.75276,90.3819,48 Square Centre Bir Uttam AK Khandakar Rd,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
429,Square Hospital Extension Building,,,23.75276,90.3819,Q92P+M76 Bir Uttam Kazi Nuruzzaman Rd,Private hospital,Hospital,all,0,,,3,,,,,,,,,,,
430,Square Hospital Consultation Center Mirpur,,,23.75276,90.3819,Madhuri Bhaban (3rd Floor) Holding- 2 Road No- 3 Section- 7 Bus Stand,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
431,SQUARE HOSPITALS LIMITED (Lab & Path.),10616,https://www.squarehospital.com/page/12/square-hospital-laboratory-&-pathology-medicine,23.75284,90.3816,18 Bir Uttam Qazi Nuruzzaman Sarak West Panthapath Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,500,4,4.5,1,1,1,1,1,1,1,1,1,1,https://www.squarehospital.com/page/12/square-hospital-laboratory-&-pathology-medicine
432,Nazirabazar Matrisadan,,,23.75361,90.4077,PC95+623,Private hospital,Diagnostic,all,0,,,3.9,,,,,,,,,,,
433,Al Noor Eye Hospital,,http://www.alnooreyehospital.com/,23.75379,90.3655,1 9 Satmasjid Road,Private hospital,Hospital,Eye,0,,,4.1,,,,,,,,,,,
434,City Hospital Ltd & Diagnostic Centre,,_,23.75401,90.3655,House No#1 8 Satmasjid Road Dhaka 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
435,City Hospital Ltd.,,_,23.75401,90.3655,House No#1 8 Satmasjid Road Dhaka 1207 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
436,Zain Diagnostic Center,01306-681688,_,23.75435,90.3885,139 40 Green Rd Dhaka 1215 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.7,0,0,0,0,1,1,1,0,0,0,
437,Zain Medical Center,01715-301543,_,23.75437,90.3889,RH home Center (1st Floor 74/B 1 Green Rd Dhaka 1215 Bangladesh,Private hospital,Hospital,all,0,,3,3.2,0,0,0,0,1,1,1,0,0,0,
438,Bangladesh Premium Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.75534,90.3691,P8PQ+7MX Laboni Point Basilla Road Ghatarchar Rd,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
439,MOMTAJ TRAUMA CENTRE,01844-080671,_,23.75536,90.36,Sadek Khan Rd Dhaka Bangladesh,Private hospital,Diagnostic,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
440,DMFR Molecular Lab BD Limited,,_,23.75546,90.3762,Navana Newbury place 4/1/A (7th Floor) Sobhanbag ?????? ??? ???? 1207 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
441,Shikder Medical Check Up Center,,,23.75558,90.3883,102/8 New Airport Road Banani Near the Kakoli Over Bridge,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
442,Al-Manar Hospital Ltd.,02-58150197,https://specialistdoctorsbd.com/al-manar-hospital-mohammadpur/,23.75586,90.3632,Plot No:Umo(?) Block No:Rossoi(? ???????? ???? ???? 1207 Bangladesh,Private hospital,Hospital,all,0,350,3.2,4.1,1,1,1,1,1,1,1,1,1,1,https://specialistdoctorsbd.com/al-manar-hospital-mohammadpur/
443,Pancare Hospital Ltd,,https://www.youtube.com/watch?v=G8oKfOI7mtU,23.75608,90.3747,Rd 27,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
444,Pancare Hospital Ltd.,01844-001030,_,23.75615,90.3746,Rd 27 Dhaka 1205 Bangladesh,Private hospital,Hospital,all,0,,3.5,3.6,0,0,0,0,1,1,1,0,0,0,
445,Bangladesh Cosmetic Surgery,,http://www.cosmeticsurgery.com.bd/,23.75622,90.375,House 8 Road 14 Sobhanbag Rd,Private hospital,Hospital,all,0,,,1,,,,,,,,,,,
446,USA Bangladesh Cosmetic & Laser Clinic Ltd.,,,23.75622,90.375,House 1213 78/E Rd 12,Private hospital,Clinic,all,0,,,5,,,,,,,,,,,
447,OPD Department (ICDDRB),,http://labservices.icddrb.org/,23.75625,90.3753,Q9GX+MJV Shaheed Tajuddin Ahmed Ave,Private hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
448,Oncology Department CPH,,,23.75625,90.3753,PCP8+CJP,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
449,Millennium Heart & General Hospital Ltd.,,,23.75662,90.3662,4 9 Zakir Hossain Road,Government hospital,Diagnostic,Heart,0,,,3.7,,,,,,,,,,,
450,Health Revolution,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.75676,90.4168,Closes soon,Private hospital,Hospital,all,0,,,4.6,,,,,,,,,,,
451,Dhaka Diagnostic Centre,,,23.7572,90.3621,Q946+VRF Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
452,Leading Health Check-up,02222-222042,_,23.75734,90.4173,58 East Hazipara ?? ?? ?? ???? ???? 1219 Bangladesh,Private hospital,Clinic,all,0,,_,4.4,0,0,0,0,0,0,0,0,0,0,
453,Dhaka National Medical Institute Hospital,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,23.75734,90.3669,53 1 Johnson Rd,Private hospital,Hospital,all,0,,,3.9,,,,,,,,,,,
454,Bangladesh ENT Hospital,,,23.75741,90.3671,4/1-A Sobhanbag Mirpur Road Navana Newbury place(3rd floor) Opposite to Dhaka,Private hospital,Hospital,ENT,0,,,3.9,,,,,,,,,,,
455,Medix,,https://medix.uhslbd.com/,23.75741,90.39,62 Satmasjid Road,Private hospital,Diagnostic,Diagnostic,0,,,4.8,,,,,,,,,,,
456,C M C Information Counter,,,23.75763,90.3901,Noysorgic Villa 529 South Manda Dhaka Pear Ali Lane,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
457,Bangladesh Eye Foundation & Phaco Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.75768,90.3667,2nd 92 Shahid Faroque Rd,Private hospital,Hospital,Eye,0,,,4.7,,,,,,,,,,,
458,MediScan Teleradiology Solutions,,http://www.mediscanbd.com/,23.7581,90.3866,·,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
459,Institute of Laser Surgery & Hospital Ltd.,,,23.75813,90.3992,Q92P+M76 Panthapath,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
460,Dhaka Islamia Eye Hospital Badda,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.75887,90.386,GA-95 Shoinik Bhaban 5 Gulshan Badda Link Rd,Private hospital,Hospital,Eye,0,,,5,,,,,,,,,,,
461,Al-Raji Hospital Pvt. Ltd.,,http://alrajhihospital.com/,23.75891,90.3899,Shop No- G2 Concord Center Point Kazi Nazrul Islam Ave,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
462,Thyroid Care And Diagnostic Centre,01701-660790,https://tcdcbd.com/,23.75915,90.3561,House No 106 Road No. 7 Dhaka 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3.6,0,0,0,0,1,1,1,0,0,0,
463,American International Hospital Ltd.,01814-351113,http://www.americanhospital-bd.com/aboutus.php,23.75945,90.4441,7 Rd No. 7 Dhaka 1219 Bangladesh,Private hospital,Hospital,all,0,,3.5,3.5,0,0,0,0,1,1,1,0,0,0,http://www.americanhospital-bd.com/aboutus.php
464,YUKI DIAGNOSTIC & IMAGING CENTRE,,_,23.76136,90.444,Plot-23Road--03Avenue-08Block-H ???? 1219 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
465,Shastho Sheba Kendro  Badda,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.76168,90.3562,Open,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
466,Al-Amin Medical Check-Up Center,,http://alaminmedicalcheckup.com/,23.76172,90.3934,84/6 1213 Dhaka - Mymensingh Hwy,Private hospital,Clinic,all,0,,,3.7,,,,,,,,,,,
467,BANASREE ADHUNICK DIAGNOSTIC & CONSULTATION,01793-296158,_,23.76194,90.4331,Banasree Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,2.7,2.3,0,0,0,0,1,1,1,0,0,0,
468,Bashuti Maa O Shishu Hospital Ltd. Diagnostic Centre,8.80E+12,http://bashutihospital.com/,23.76236,90.439,Block-G House #2 Main Road Dhaka 1219 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,4,0,0,0,0,1,1,1,0,0,0,http://bashutihospital.com/
469,Advance Hospital Ltd,01873-242424,_,23.76248,90.4367,House #1 Main Road Block #F ???? 1219 Bangladesh,Private hospital,Hospital,all,0,,3,3,0,0,0,0,1,1,1,0,0,0,
470,FARAZY MEDICAL CENTER,,_,23.76251,90.4363,House No#15 19 Banasree Main Rd Dhaka 1219 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
471,Broto dental orthodontic,,,23.76293,90.369,Road 7.. house no 71..South Dhaka,Private hospital,Hospital,Dental,0,,,,,,,,,,,,,,
472,Bangladesh Diabetic Samity Uttara Centre.,,http://www.nhn-dab.org.bd/,23.76313,90.3616,House-2 Road-13,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
473,BANGLADESH DIABETIC SHOMITY (Gulshan Healthcare Centre),,,23.76313,90.3616,QCR9+2WG,Private hospital,Clinic,all,0,,,4.5,,,,,,,,,,,
474,Delta Health Care Rampura Ltd,,_,23.76317,90.4203,381/A West Rampura DIT Rd Dhaka 1219 Bangladesh,Private hospital,Hospital,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
475,SMC Niltara Lab,,_,23.76371,90.3457,30/1 Haji Dil Mohammad Ave Dhaka 1207 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
476,Dhaka Community Medical College and Hospital,,http://dchtrust.org/,23.76423,90.4053,190/1 Baro Moghbazar Wireless Railgate Bara Moghbazar,Private hospital,Medical college hospital,all,1,,,4.2,,,,,,,,,,,
477,Emergency Department Bangladesh Medical Hospital,,,23.76423,90.4053,14/A,Private hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
478,AIMS Hospital Ltd Merul Badda,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7658,90.4299,House No. 4 Pragoti Sarani Rd No 11,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
479,Nari Maitree PHCC-5 Tetultola Uttor Badda Dhaka,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7658,90.4299,Sha-72 Sha-72 Tatultola Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
480,Brac Meternity Centre Badda,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.7658,90.4299,QCMH+MW2 298 Shadhinota Sharoni (Jamtola Mor) North Shadhinata Sharani,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
481,BRAC MATERNITY CENTER (BMC)BADDA DHAKA,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.76581,90.4299,Yes,Private hospital,Hospital,mother and chield,0,,,,,,,,,,,,,,
482,ADVANCED DIGITAL DIAGNOSTIC CENTRE,01749-624212,_,23.76652,90.3626,3 19 Humayun Rd Dhaka 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,2.8,0,0,0,0,0,0,0,0,0,0,
483,Bangladesh Laser & Cell Surgery Institute & Hospital,01751-931530,_,23.76663,90.438,House #2 Road#2 Block#D Sector#2 Jahurul Islam Ave ???? 1212 Bangladesh,Private hospital,Hospital,EYE,0,,3,4,0,0,0,0,1,1,1,0,0,0,
484,DSPC Bangladesh,,,23.76734,90.3695,house 02 Road-14/A,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
485,SSKS Maternity Clinic & Diagnostic Center,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.76734,90.3695,55 Post Office Rd,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
486,IndoMedHub Bangladesh,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.76734,90.3695,Closed,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
487,Vaccine Bangladesh,,,23.76734,90.3695,Vaccine Bangladesh Room-401 Lift-4 Life Care Medical Centre Haque Tower JA-28/8-D Mohakhali opposite of Brac Tower,Private hospital,Clinic,all,0,,,,,,,,,,,,,,
488,Impulse Hospital,,https://impulsehospital.com/,23.76762,90.3989,304/E Shaheed Tazuddin Avenue,Private hospital,Hospital,all,0,,,3.7,,,,,,,,,,,
489,AL HAYATT MEDICAL CENTRE,01733-777799,https://alhayattdhaka.com/,23.76782,90.399,304 Tejgaon Commercial Area Bhuiyan Shikdar Tower Ground Floor ???? 1208 Bangladesh,Private hospital,Diagnostic,all,0,,3.2,4,0,0,0,0,1,1,1,0,0,0,https://alhayattdhaka.com/
490,BDM Hospital and Diagnostic Centre,1713036170,_,23.76786,90.368,Block-B 5 17 Humaund Road Dhaka 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,3,0,0,0,0,0,0,0,0,0,0,
491,Doctors Chember,,,23.76817,90.362,V9MP+3GQ Sheikh Villa Ranabhola Union: Horirampur Thana: Ranavola Main Rd,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
492,Dhaka Eye Institute,,,23.76831,90.3682,sony hall 01,Private hospital,Hospital,Eye,0,,,4,,,,,,,,,,,
493,CARe Medical College & Hospital Ltd,9677223344,https://caremedicalcollegebd.com/,23.76891,90.3686,1/5 Block-B Mohammadpur Housing Estate College Gate ?????? ??? ???? 1207 Bangladesh,Private hospital,Medical college hospital,all,1,250,3.6,3.5,1,1,1,1,1,1,1,1,1,0,https://caremedicalcollegebd.com/
494,Hasna Hena Pain and Physiotherapy Research Center (HPRC),,https://hasna-hena-pain-and-physiotherapy-research-center-hprc.business.site/?utm_source=gmb&utm_medium=referral,23.76927,90.3549,House no- 07 Shayesta Khan Ave,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
495,The Healthcare Laboratory Ltd.,,_,23.76983,90.3586,77-78 Rahbar Tower ??? ??? ???? 1207 Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
496,Ibad Medical Lab,01552-304476,_,23.77001,90.367,Q9C8+2Q4 Babar Rd Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3,0,0,0,0,1,1,1,0,0,0,
497,Fair Lab Limited,01557-404027,_,23.77005,90.3649,20/5 Babar Rd Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3,0,0,0,0,1,1,1,0,0,0,
498,Royal Multispeciality Hospital,01703-305302,_,23.77015,90.3663,20 3 Babar Rd Dhaka Bangladesh,Private hospital,Hospital,all,0,50,3,3.2,0,0,0,0,1,1,1,0,0,0,
499,Popular Diagnostic Centre Ltd. (Shymoli Branch),09666 78780910636,www.populardiagnostic.com,23.77101,90.3639,Shyamoli Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.2,3.6,0,0,0,0,1,1,1,0,0,0,www.populardiagnostic.com
500,JANASHEBA NURSING HOME AND DIAGNOSTIC CENTER,01912-074377,_,23.77133,90.3649,16 Block-B 19 C ???? ??? ???? 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3.8,3.5,0,0,0,0,0,0,0,0,0,0,
501,TRAUMA CENTER & AO ORTHOPAEDIC HOSPITAL (PVT.),10604,https://www.traumacenter.com.bd/,23.77197,90.3675,22 8/A Mirpur Rd Dhaka 1207 Bangladesh,Private hospital,Hospital,Orthopedic,0,,3.2,3.5,0,0,0,0,1,1,1,0,0,0,https://www.traumacenter.com.bd/
502,SAFEWAY EYE AND DENTAL HOSPITAL,,,23.77273,90.3663,55 Atish Diponkar Road South Mugda Mugda Dhaka,Private hospital,Hospital,all,0,,,4.7,,,,,,,,,,,
503,BGMEA HEALTH CENTER Niketon,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.77292,90.4058,Block G Road 14/A Rd No 3,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
504,PATWARY DIAGNOSTIC & DOCTORS CHAMBER,01728-067306,medicare24.online/h/3630/doctors,23.77297,90.4064,K-105/9 Mahakhali Dakhinpara Niketan Bazar Gate Gulshan Dhaka 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,3,0,0,0,0,1,1,1,0,0,0,medicare24.online/h/3630/doctors
505,Healthcare Diagnostic Center Ltd.,,_,23.77318,90.3668,23/2 Khilji Rd Dhaka 1207 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,
506,Dhaka Central Diagnostic & Imaging Center,02 58157532-4,dcimch.com/hospital/dcdic,23.77336,90.3617,80 Ring Rd Dhaka Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,3,4,0,0,0,0,1,1,1,0,0,0,dcimch.com/hospital/dcdic
507,D SUN HOSPITAL,,,23.77345,90.3525,Road: 3 House: 3 Shop: 4 (2nd floor) Dhanmondi,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
508,Dhaka Central International Medical College & Hospital,02-9128727,https://dcimch.com/,23.77379,90.3615,2 1 Ring Rd Dhaka 1207 Bangladesh,Private hospital,Medical college hospital,all,1,,3.2,3.9,1,0,0,0,1,1,1,0,0,0,https://dcimch.com/
509,Ramkrishna Mission Medical Service Center,,,23.77395,90.3571,27 Ram Krishna Mission Rd,Private hospital,Hospital,all,0,,,4.7,,,,,,,,,,,
510,Metropolitan Medical Centre Ltd.,,http://www.mmclbd.net/,23.77402,90.3984,46 Shaheed Taj Uddin Ahmed Sarani Tangail Bus Stand Er Kache,Private hospital,Clinic,all,0,,,3.7,,,,,,,,,,,
511,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.7741,90.3704,Sayed Mahbub Morshed Rd,Private hospital,Hospital,Orthopedic,0,,,4.3,,,,,,,,,,,
512,National Institute of Opthalmology & Hospital,,,23.7741,90.3704,Opposite National Traumatology Institute Syed Mahbub Sayed Mahbub Morshed Rd,Government hospital,Hospital,Ophthalmology,0,,,4.1,,,,,,,,,,,
513,Gulshan Medicare,,http://www.gulshanmedicalbd.com/,23.77439,90.4217,3rd Floor Lotus Kamal Tower - 2 59 61 Gulshan South Avenue,Private hospital,Hospital,all,0,,,3.4,,,,,,,,,,,
514,Mercy Promy,,,23.77481,90.3659,RC66+4XQ,Private hospital,Hospital,all,0,,,,,,,,,,,,,,
515,DNA Solution Ltd,,_,23.77542,90.3646,Bridge Momtaj Height 2 Mirpur Rd Dhaka Bangladesh,Private hospital,Diagnostic,all,0,,_,_,0,0,0,0,1,1,1,0,0,0,
516,M.R Center,,,23.77544,90.3989,Shorgo Level-10th House # # # E Banani C/A 1213. 49 Rd No 17,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
517,Fatema Dental Care,,https://www.facebook.com/Fatema-Dental-Care-107065095378815/,23.77569,90.4018,কলেরা হাসপাতালের পিছনে জিপি ক -৬৪ মহাখালী দক্ষিণ পাড়া,Private hospital,Hospital,Dental,0,,,5,,,,,,,,,,,
518,Sami Dental Care,,,23.7757,90.4018,KA-68/2,Private hospital,Hospital,Dental,0,,,4.2,,,,,,,,,,,
519,Universal Medical College & Hospital,10667 09612 808080,umchltd.com,23.77617,90.3957,74G/75 Pea-cock Square New Airport Road Dhaka 1215 Bangladesh,Private hospital,Medical college hospital,all,1,350,4,3.8,1,1,1,1,1,1,1,1,1,1,umchltd.com
520,The ENT and Head Neck Cancer Hospital and Institute,,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_24dp.png,23.77623,90.4094,Plot No.-F 12 W Agargaon,Private hospital,Hospital,all,0,,,4.4,,,,,,,,,,,
521,Cancr Hospital,,,23.77623,90.4094,14 Purana Paltan,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
522,Bangladesh Specialized Hospital Ltd. (BSHL),09666-700100,www.bdspecializedhospital.com,23.77649,90.3629,21 Mirpur Rd Dhaka 1207 Bangladesh,Private hospital,Hospital,all,0,,3.5,3.3,1,1,1,1,1,1,1,1,0,0,www.bdspecializedhospital.com
523,National Institute of Cancer Research & Hospital (NICRH),,http://nicrh.gov.bd/,23.77662,90.4037,TB Gate Rd,Government hospital,Hospital,cancer,0,,,4.3,,,,,,,,,,,
524,National Institute of Cardiovascular Diseases,,,23.77662,90.4037,,Private hospital,Diagnostic,Heart,0,,,4.2,,,,,,,,,,,
525,International Centre for Diarrheal Disease Research Bangladesh,,http://www.icddrb.org/,23.7771,90.3985,Shaheed Tajuddin Ahmed Ave,Private hospital,Hospital,all,0,,,4.6,,,,,,,,,,,
526,National Healthcare Network (NHN),,,23.7771,90.4005,Rajlakshmi Over Bridge,Private hospital,Hospital,all,0,,,4.7,,,,,,,,,,,
527,National Eye Hospital,,,23.77711,90.4258,7 Road-27,Private hospital,Hospital,Eye,0,,,3,,,,,,,,,,,
528,Dhaka New Lions Eye Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.77711,90.4258,QCGG+R96,Private hospital,Hospital,Eye,0,,,3.8,,,,,,,,,,,
529,FAIRWAYS MEDICAL CENTRE,880-2-9872883 880-2-9872942,https://www.fairwaysmedicalbd.com/,23.77746,90.4163,House:25 Taj Marriot 1st Floor ?????? ?????? ???? 1212 Bangladesh,Private hospital,Diagnostic,Diagnostic,0,,_,_,0,0,0,0,1,1,1,0,0,0,https://www.fairwaysmedicalbd.com/
530,Fairways Medical Centre Ltd.,,http://labaidgroup.com/specialized,23.77753,90.4166,1st Floor House:25 Taj Marriot Gulshan Ave,Private hospital,Hospital,all,0,,,4.5,,,,,,,,,,,
531,National Center for Hearing and Speech for Children (SAHIC),,http://sahic.org/,23.77769,90.3997,Mohakhali Health Complex Unnamed Road,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
532,DNCC Dedicated Covid-19 Hospital Mohakhali Dhaka-1212,,http://www.dncc-dch.gov.bd/,23.77781,90.397,Shaheed Tajuddin Ahmed Ave,Private hospital,Hospital,all,0,,,4.1,,,,,,,,,,,
533,Aalok Healthcare Ltd.(Mohakhali-SAHIC),,http://www.aalokhealthcare.com/,23.77781,90.397,Q9GX+RR,Private hospital,Diagnostic,Diagnostic,0,,,,,,,,,,,,,,
534,Popular Medical College Hospital,,http://www.pmch-bd.org/,23.77788,90.4111,House # 25 25 Road No. 2,Private hospital,Medical college hospital,all,1,,,3.9,,,,,,,,,,,
535,Rushmono Specialized Hospital,,http://www.rushmono.com/,23.77794,90.3995,Mogbazar Plaza 209 Outer Circular Rd,Private hospital,Hospital,all,0,,,3.5,,,,,,,,,,,
536,Bangladesh Specialized Hospital,,http://www.bdspecializedhospital.com/,23.77794,90.3995,21 Mirpur Rd,Private hospital,Hospital,all,0,,,3.3,,,,,,,,,,,
537,Super Specialized Hospital BSMMU,,http://www.bsmmu.edu.bd/,23.77794,90.3995,P9RW+76P Kazi Nazrul Islam Ave,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
538,ICU Specialized Hospital Ltd.,,,23.77794,90.3995,9/A Nawab Katra Nimtoli Ln,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
539,Uttara Lake View Specialized Hospital (Pvt.) LTD.,,,23.77794,90.3995,House#34 10B Rd # 5A,Private hospital,Hospital,all,0,,,3.8,,,,,,,,,,,
540,Dhaka Specialized Hospital,,http://www.dhakaspecializedhospital.com/,23.77794,90.3995,78 Gausul Azam Ave,Private hospital,Hospital,all,0,,,4.8,,,,,,,,,,,
541,IBN Sina Specialized Hospital,,https://www.ibnsinatrust.com/,23.77794,90.3995,H.No 68 Rd Number 15,Private hospital,Hospital,all,0,,,4.3,,,,,,,,,,,
542,Super Specialized Hospital (2),,,23.77794,90.3995,79 Satmasjid Road,Private hospital,Hospital,all,0,,,1,,,,,,,,,,,
543,Liver Gastric Colorectal Specialized Hospital,,,23.77794,90.3995,P9RF+RG3 Satmasjid Road,Private hospital,Hospital,all,0,,,5,,,,,,,,,,,
544,Famous Specialized Hospital,,https://maps.gstatic.com/consumer/images/icons/1x/ic_directions_gm_blue_24px.png,23.77794,90.3995,House-05 Block-H Main Road,Private hospital,Hospital,all,0,,,4.2,,,,,,,,,,,
545,Banani Clinic Ltd-Specialized Hospital,,https://m.facebook.com/bananihospital/,23.77794,90.3995,Block-C House # 116 Rd No-15,Private hospital,Hospital,all,0,,,4,,,,,,,,,,,
